Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Shou Lung	Forgotten	018	Realm		FR	C	All artifacts used in defense of this realm gain +3 levels. Coast. 	Todos os artefatos usados ​​na defesa deste reino ganhar +3 niveis. Costa.
Blackstaff Tower	Forgotten	019	Holding	3	FR	UC	This holding counts as a +3 ally. No wizard spells may be played against champions defending the attached realm, and defending wizards gain +3 levels. 	Esta participacao conta como um aliado +3. Nenhuma magica mago pode ser jogado contra o atual campeao do reino unido, e magos defendendo ganhar +3 niveis.
Candlekeep	Forgotten	020	Holding		FR	UC	Whenever an opponent plays an event, the owner of this holding may immediately examine that player's hand. 	Sempre que um oponente joga um evento, o proprietario desta exploracao pode examinar imediatamente mao desse jogador.
High Horn	Forgotten	021	Holding	5	FR	UC	The garrison of High Horn is a +5 ally. 	A guarnicao de alta Horn e um aliado +5.
Mithril Hall	Forgotten	022	Holding		FR	UC	Each time the attached realm is successfully defended, search the draw pile for the first magical item or artifact, and play it immediately into pool or hand, then reshuffle the draw pile. 	Cada vez que o reino unido e defendido com sucesso, procure o baralho para o primeiro item magico ou artefato, e reproduzi-lo imediatamente em piscina ou mao, entao remodelacao do baralho.
Moonwell	Forgotten	023	Holding		FR	UC	The attached realm can cast cleric spells and is unaffected by harmful cleric spells and events. 	O reino unido pode lancar magias de clerigo e nao e afetado por feiticos de clerigo prejudiciais e eventos.
Pook's Palace	Forgotten	024	Holding		FR	UC	When the attached realm is successfully defended, draw two cards as the spoils of victory. 	Quando o reino unido e defendido com sucesso, desenhar dois cartoes como os despojos da vitoria.
Yulash	Forgotten	025	Holding		FR	UC	Monsters defending the attached realm gain 2 levels for each ally used to attack it. 	Monstro defendem os niveis de ganho de esfera 2 ligados para cada aliado a utilizada para ataca-la.
Tower of Ashaba	Forgotten	026	Holding		FR	UC	When the attached realm is attacked, draw and discard a card, noting the last digit of its number. For the duration of the round, all defending allies of level 4 or lower gain a number of levels equal to that digit. 	Quando o reino unido e atacado, desenhar e descartar um cartao, anotando o último digito do seu número. Para a duracao da rodada, todos defendendo aliados de nivel 4 ou menor ganho um número de niveis igual ao digito.
Aerial Servant	Forgotten	027	Cleric Spell		AD&D2	C	Play as a +4 flying ally, or give champion and all allies flying ability for one turn. (Def/4) 	Jogue como um +4 voando aliado, ou dar-campeao e todos os aliados habilidade de voar por um turno. (Def / 4)
Creeping Doom	Forgotten	028	Cleric Spell		AD&D2	UC	Immediately razes one realm with no holding. (Off/3) 	razes imediatamente um dominio sem exploracao. (Off / 3)
Earthquake	Forgotten	029	Cleric Spell		AD&D2	C	All cards currently in battle are discarded, and combat ends with no victor. Every player must raze one of his own realms or discard a holding in play. (Off/3/4) 	Todos os cartoes actualmente em batalha sao descartados, e combate termina sem vencedor. Cada jogador deve destruir um de seus proprios reinos ou descartar uma participacao no jogo. (Off / 3/4)
Illusory Fortification	Forgotten	030	Cleric Spell		AD&D2	C	Creates a holding that adds 7 levels to a defending champion. Lasts until the beginning of the player's next turn. (Def/3/4) 	Cria uma holding que agrega 7 niveis para um campeao. Dura ate o inicio do proximo turno do jogador. (Def / 3/4)
Quest	Forgotten	031	Cleric Spell		AD&D2	C	No champions of unadjusted level 5 or higher may be played or enter battle until the beginning of this player's next turn. (Off/3) 	Nao ha campeoes de nivel nao ajustado 5 ou superior pode ser reproduzido ou entrar batalha ate o inicio do proximo turno deste jogador. (Off / 3)
Succor	Forgotten	032	Cleric Spell		AD&D2	UC	Return a discarded ally to your hand on the same turn it was defeated. (Def/4/5) 	Retornar um descartada aliado para a sua mao no mesmo turno em que foi derrotado. (Def / 4/5)
Reincarnate	Forgotten	033	Cleric Spell		AD&D2	R	Discard any champion and replace it with any champion of the same level or lower from your draw pile. Reshuffle the draw pile. (Def/3/5) 	Descarte qualquer campeao e substitui-lo com qualquer campeao do mesmo nivel ou inferior do seu baralho. Mudar a ordem da pilha de compras. (Def / 3/5)
Ressurection	Forgotten	034	Cleric Spell		AD&D2	R	Return any champion or ally from your discard pile to your hand. (Def/3/4/5) 	Devolver qualquer campeao ou aliado da sua pilha de descarte para a sua mao. (Def / 3/4/5)
Shadow Engines	Forgotten	035	Cleric Spell		AD&D2	C	Discard any holding of an opponent. (Off/3/4) 	Descarte qualquer realizacao de um adversario. (Off / 3/4)
Symbol of Hopelessness	Forgotten	036	Cleric Spell		AD&D2	UC	Ends the current battle immediately. All allies and spells are discarded, and attacking champion may not attack again this battle. (Off/4) 	Termina a batalha atual imediatamente. Todos os aliados e feiticos sao descartados, e atacando campeao nao pode atacar novamente esta batalha. (Off / 4)
Word of Recall	Forgotten	037	Cleric Spell		AD&D2	C	The current battle round ends with no winner or loser, though spells and allies are still discarded. A new attacker may continue the battle. (Def/4) 	A batalha atual rodada termina sem vencedor ou perdedor, embora feiticos e aliados ainda estao descartados. Um novo atacante pode continuar a batalha. (Def / 4)
Zone of Truth	Forgotten	038	Cleric Spell		AD&D2	C	All players must keep their hands face up on the table until the end of this player's next turn. (Off/3) 	Todos os jogadores devem manter suas maos viradas para cima na mesa ate o final do proximo turno deste jogador. (Off / 3)
Death Link	Forgotten	039	Cleric Spell	2	AD&D2	C	If the casting champion is defeated, the opposing champion is also discarded. (Def/4) 	Se o campeao de fundicao e derrotado, o campeao oposto tambem e descartada. (Def / 4)
Find Familiar	Forgotten	040	Cleric Spell	3	AD&D2	C	This spell creates an ally which remains with the caster until he is defeated. No event, magic item, spell, or ally's ability can cause it to change sides or be discarded. (Def/3/4) 	Este feitico cria um aliado que permanece com o rodizio ate que ele seja derrotado. No evento, item magico, magica, ou a capacidade do aliado pode causar-lhe a mudar de lado ou ser descartado. (Def / 3/4)
Great Shout	Forgotten	041	Cleric Spell		AD&D2	C	Draw and discard an opponent's card, noting the last digit of its number. Add that digit to the caster's level for this round of battle. (Def/4) 	Desenhar e descartar o cartao de um adversario, observando o último digito do seu número. Acrescentar que digitos ao nivel do lancador por esta rodada de batalha. (Def / 4)
Hallucinatory Terrain	Forgotten	042	Wizard Spell		AD&D2	C	Play as a holding, permanently duplicating the effects of any one holding in play. The illusory holding remains even if the copied holding is discarded. (Def/3) 	Jogar como uma holding, duplicando permanentemente os efeitos de qualquer participacao um no jogo. A realizacao ilusoria permanece mesmo se a exploracao copiado e descartado. (Def / 3)
Limited Wish	Forgotten	043	Wizard Spell	1	AD&D2	UC	Cancel the effects of one event card. This spell can be cast any time. (Off) 	Cancelar os efeitos de um cartao evento. Este feitico pode ser lancado a qualquer momento. (Off)
Time Stop	Forgotten	044	Wizard Spell		AD&D2	UC	Take any one wizard spell from your draw pile and play it immediately (if legal). Then reshuffle the draw pile. (Def/3/4/5) 	Pegue qualquer um mago magia de seu monte de compra e reproduzi-lo imediatamente (se legal). Entao remodelacao do baralho. (Def / 3/4/5)
Water Breathing	Forgotten	045	Wizard Spell		AD&D2	C	All of this player's champions and allies become swimmers for this turn. They may attack any realm with a coastline, regardless of its position. (Def/3/4) 	Todos campeoes e aliados deste jogador se tornar nadadores para este turno. Eles podem atacar qualquer esfera com uma linha de costa, independentemente da sua posicao. (Def / 3/4)
Wish	Forgotten	046	Wizard Spell		AD&D2	R	Discard any one card in play, regardless of its immunities, except a realm. This spell can be cast at any time, but the casting champion cannot be used again until it's owner's next turn. (Off) 	Descartar qualquer uma carta em jogo, independentemente de suas imunidades, exceto um reino. Este feitico pode ser lancado a qualquer momento, mas o campeao de fundicao nao pode ser usado novamente ate o proximo turno ele do proprietario. (Off)
Deck of Many Things	Forgotten	047	Magical Item	2	AD&D2	R	Each time the attached champion attacks or defends, draw a card. If it is a spell, ally, artifact, or magic item the champion can use, play it at once; otherwise discard it. (Def) 	Cada vez que o ataque campeao anexado ou defende, compre um card. Se e um feitico, aliado, artefato ou item magico o campeao pode usar, joga-lo de uma so vez; caso contrario, descarta-lo. (Def)
Dragonslayer	Forgotten	048	Magical Item	4	AD&D2	R	Cancel the powers of any dragon champions or allies opposing this champion in battle. Sword, Offensive. 	Anular os poderes de quaisquer campeoes dragao ou aliados opostas este campeao na batalha. Espada, ofensivo.
Flametongue	Forgotten	049	Magical Item	2	AD&D2	R	Attached hero may cause this sword to flame as a +6 magic item for one round of battle, but it must be discarded immediately afterward. Sword, Offensive. 	heroi ligada pode causar esta espada a chama como um item +6 magica para uma rodada de batalha, mas ela deve ser descartada imediatamente depois. Espada, ofensivo.
Frostbrand	Forgotten	050	Magical Item	3	AD&D2	R	Attached hero may create intense cold with this sword for one round of battle, causing it to act as a +7 magic item, but it must be discarded immediately afterward. Sword, Offensive. 	heroi anexado pode criar frio intenso com esta espada para uma rodada de batalha, fazendo com que ele age como um item +7 magia, mas ela deve ser descartada imediatamente depois. Espada, ofensivo.
Gauntlets of Swimming	Forgotten	051	Magical Item	2	AD&D2	C	Attached champion becomes a swimmer and may attack any realm with a coastline, regardless of its position. (Off) 	campeao ligado torna-se um nadador e pode atacar qualquer esfera com uma linha de costa, independentemente da sua posicao. (Off)
Helm of Water Breathing	Forgotten	052	Magical Item	1	AD&D2	C	Attached champion becomes a swimmer and may attack any realm with a coastline, regardless of it's position. (Off) 	campeao anexado torna-se um nadador e pode atacar qualquer area com um litoral, independentemente de sua posicao. (Off)
Horn of Blasting	Forgotten	053	Magical Item	3	AD&D2	UC	The attached champion immediately discards the holding of any realm it attacks. (Off) 	O campeao anexado descarta de imediato a realizacao de qualquer reino ataca. (Off)
Ring of Jumping	Forgotten	054	Magical Item	2	AD&D2	C	The attached champion is not stopped by walls. (Off) 	O campeao ligado nao e interrompido por paredes. (Off)
Slippers of Spider Climbing	Forgotten Realms	055	Magical Item	1	AD&D2	C	The attached champion and his allies ignore walls of stone or iron. (Off) 	O campeao em anexo e seus aliados ignorar paredes de pedra ou ferro. (Off)
Vorpal Blade	Forgotten	056	Magical Item	3	AD&D2	R	Opponent in combat must draw and discard a card, noting the last digit of its number, if that digit is 3 or less, the opponent's champion is defeated. Sword, Offensive. 	Oponente em combate deve desenhar e descartar um cartao, anotando o último digito do seu número, se esse digito e 3 ou menos, campeao do oponente e derrotado. Espada, ofensivo.
Wand of Wonder	Forgotten	057	Magical Item		AD&D2	R	Draw and discard a card each time the wand is used in a battle, noting the last digit of the card's number. For that combat, the attached champion gains bonus levels equal to that digit. (Off) 	Desenhar e descartar um cartao de cada vez que a varinha e usado em uma batalha, observando o último digito do número do cartao. Para que o combate, os niveis de ganhos campeao bonus ligados igual ao digito. (Off)
Dragon Throne	Forgotten	058	Artifact		FR	R	All allies of this champion gain +2, and the player may look at one opponent's hand at the beginning of each of his turns. 	Todos os aliados deste ganho campeao +2, eo jogador pode olhar para a mao de um oponente no inicio de cada um de seus turnos.
Guenhwyvar	Forgotten	059	Artifact	5	FR	R	If the attached champion is defeated, Guenhwyvar may be attached to any other Forgotten Realms champion in the player's pool. 	Se o campeao anexado e derrotado, Guenhwyvar pode ser ligado a qualquer outro campeao Forgotten Realms na piscina do jogador.
Hammer of Tyr	Forgotten	060	Artifact	6	FR	R	When this card is used in combat, discard all undead involved in the battle. 	Quando esta carta e usada em combate, descarte todos mortos-vivos envolvidos na batalha.
Ring of Winter	Forgotten	061	Artifact		FR	R	While this is in play, all opponents draw one fewer card than normal on their turns (minimum of one card). 	Enquanto isto esta em jogo, todos os adversarios desenhar um a menos do cartao do que o normal em suas voltas (minimo de um cartao).
