Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Wyrm of Earthwalking	Forgotten	117	Magical Item	5	AD&D2	VR	The attached champion and all allies have the earthwalking ability, allowing them to attack any realm. (Def) 	
Bell of Might	Forgotten	118	Magical Item		AD&D2	VR	This item can duplicate another player's event card for this player. (This player's use is secondary.) The bell cannot be used again until this player's next turn. (Def) 	
Muragh Brilstagg	Forgotten	119	Ally	6	AD&D2	VR	Undead. This magical skull subtracts 2 levels from all cards played against its champion. But it may not be played with any other allies. 	
Phase Door	Forgotten	120	Wizard Spell	7	AD&D2	VR	Negates any wall spell. 	
Wine of Eternity	Forgotten	121	Event		AD&D2	VR	Puts one champion to sleep. At the beginning of his turn, the player may draw and discard a card. If the card's last digit matches or exceeds the champion's unadjusted level, he awakens. Harmful. 	
Spellblades	Forgotten	122	Magical Item	5	AD&D2	VR	Usable only be heroes and monsters. User is immune to the first two offensive spells cast in any combat. Sword 	
Netheril	Forgotten	123	Realm	7	FR	VR	Wizards, magic items, artifacts, and wizard spells used in defense of this realm are doubled in level. Netheril can defend itself as a level 7 wizard. 	
Lure of Undermountain	Forgotten	124	Rule		FR	VR	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Every time a Forgotten Realms monster champion is discarded, its owner may force another player to choose one nonmonster champion, of any world, from that player's hand or pool to be discarded. 	
Zhentarim Intrigue	Forgotten	125	Rule		FR	VR	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Whenever a player's Forgotten Realms realm is razed, he may draw a card and add it to his hand. 	
Wand of Orcus	Artifacts	001	Artifact	9	AD&D2	R	This Wand can be attached to any undead monster champion. When the Wand is used in battle against an opposing champion of level 8 or less, the opponent is instantly slain (discarded). Limit one per deck. 	
Axe of the Dwarvish Lords	Artifacts	002	Artifact	3	AD&D2	C	The Axe can be attached to any champion. In addition to the listed bonus, the Axe also gives the attached champion a +8 ally in combat. 	
Iron Flask Tuerny Merciless	Artifacts	003	Artifact		GH	UC	The Flask gives the attached champion a +6 tanar'ri ally that can earthwalk and cast wizard spells. If the artifact is discarded, the attached champion is also discarded. 	
Jacinth of Inestimable Beauty	Artifacts	004	Artifact		GH	UC	In combat, one enemy ally (chosen by this player) is forced to switch sides. The level of all friendly allies are doubled. 	
Machine of Lum the Mad	Artifacts	005	Artifact	8	GH	R	The attached champion can cast any spell, but only in defense; it can never attack. The champion uses the last digit of his card number as his level. 	
Queen Ehlissa's Marvelous Nightingale	Artifacts	006	Artifact		GH	C	When the attached champion enters combat, the player can choose to prevent the opposing champion from playing allies or spells. 	
Sword of Kas	Artifacts	007	Artifact	8	GH	UC	The base level of an opposing champion is halved (round up). This artifact does not function when used against a champion with the Eye and Hand of Vecna. Sword 	
Talisman of Al'Akbar	Artifacts	008	Artifact		GH	C	This artifact can be attached to a champion with the Cup of Al'Akbar. The attached champion can dispel one spell while involved in a round of battle. Monsters cannot use this Talisman. 	
Teeth of Dalhvar-Nar	Artifacts	009	Artifact		GH	UC	The attached champion is a flyer and is immune to offensive spells. If the champion wins a round of battle, an opposing holding is immediately discarded. 	
All-Knowing Eye Yasmin Sira	Artifacts	010	Artifact		FR	R	The attached champion is immune to offensive spells and once per battle can cast a +5 spell (Def/4). Once per turn, the player can examine one opponent's hand. 	
Coin of Jisan the Bountiful	Artifacts	011	Artifact		FR	C	The champion can negate either the power or level (but not both) of each magical item and artifact used against him in combat. 	
Seal of Lost Arak	Artifacts	012	Artifact		RV	R	Once per turn, the player can flip the top card of any other player's draw deck. He can use it only if it is a spell or ally that is legal for that step. The card is reshuffled into the player's draw deck. 	
Crystal of the Ebon Flame	Artifacts	013	Artifact	2	RV	C	Attached champion becomes undead. The opposing champion's base level is considered to be a zero, unless it is a cleric or undead. Opposing undead allies switch sides. 	
Obsidian Man of Urik	Artifacts	014	Artifact	6	DS	R	If the attached champion is discarded, the artifact returns to the player's pool as a monster. Instead of attaching this artifact to a champion, the player can play the Obsidian Man as a monster. 	
Rod of Teeth	Artifacts	015	Artifact	2	DS	UC	An opposing wizard cannot cast spells. Before battle, the player can discard the attached champion and examine all other players' hands, discarding any spell cards. 	
Midnight's Mask of Disguise	Artifacts	016	Magical Item	2	AD&D2	C	A champion can be played into the player's pool with this magical item, even if the champion is already in play somewhere. The champion's powers are unchanged. (Def) 	
Girdle of Storm Giant Strength	Artifacts	017	Magical Item	7	AD&D2	C	(Off) 	
Hammer of Thunderbolts	Artifacts	018	Magical Item	5	AD&D2	R	Can only be attached to a champion who carries gauntlets of ogre power or a girdle of storm giant strength. The first ally used against the attached champion is discarded. (Off) 	
Gauntlets Ogre Power	Artifacts	019	Magical Item	6	AD&D2	R	Champion breaks down walls, allowing him to ignore all such cards. Can be played on a champion even after combat is ended by a wall spell. Combat must continue. (Off) 	
Winged Boots	Artifacts	020	Magical Item	2	AD&D2	C	The attached champion becomes a flyer. If he is defeated in battle against a non-flying champion, he can retreat from combat back to his pool. (Def) 	
Rod of 7 Parts, part 1	Artifacts	021	Magical Item	1	AD&D2	UC	Champion is a swimmer. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 2	Artifacts	022	Magical Item	2	AD&D2	R	Champion is immune to events. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 3	Artifacts	023	Magical Item	3	AD&D2	UC	Champion is immune to offensive magical items. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 4	Artifacts	024	Magical Item	4	AD&D2	R	Flyers cannot be played against the attached champion. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 5	Artifacts	025	Magical Item	5	AD&D2	UC	At the beginning of his turn, this item's owner can examine an opponent's hand. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 6	Artifacts	026	Magical Item	6	AD&D2	R	The attached champion becomes an earthwalker. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 for each part. (Off) 	
Rod of 7 Parts, part 7	Artifacts	027	Magical Item	7	AD&D2	UC	The champion can ignore one card played against him in combat. If combined with any other parts of the rod, the rod counts as an artifact and gains an additional +1 per part. (Off) 	
Bag of Holding	Artifacts	028	Magical Item	1	AD&D2	C	Once per turn the player may discard one card from his pool or his hand, and then draw one card from his draw pile. (Def) 	
Daern's Instant Fortress	Artifacts	029	Magical Item	5	AD&D2	R	The Fortress can be played as a magical item or as a holding. The realm or champion is immune to events and offensive spells during other player's turns. (Def) 	
Spellbook	Artifacts	030	Magical Item		AD&D2	R	The spellcaster with this item can retain up to two spells after winning a round of combat to use in another battle. Only step 4 spells can be saved. (Def) 	
Plentiful Psionics	Artifacts	031	Rule		DS	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All champions are able to read minds and predict the future. Each player's hand is divided: all Dark Sun cards are concealed, but all other cards are revealed by placing them face-up on the table. The face-up cards are still part of the hand until played. 	
Sorcerer-Kings	Artifacts	032	Rule		DS	C	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Each Dark Sun realm can be defended once per battle by a sorcerer-king who is a monster that can cast any spell. The sorcerer-king's level is equal to the number of Dark Sun realms and holdings the defender has in play. If the realm already has a defender (on the card), add that defender's level to the sorcerer-king's. If the sorcerer-king is defeated, the realm is razed. 	
Dark Lords	Artifacts	033	Rule		RV	C	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. If any Ravenloft champion or undead champion of any world is defeated in battle, that champion returns to the player's pool at the end of that player's next turn. 	
Walking Dead, The	Artifacts	034	Rule		RV	UC	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Undead champions and Ravenloft monsters can attack razed realms. Allies need not be undead. If a razed realm is defeated, it is discarded and the attacker again draws spoils of victory. 	
Artifact Vault	Artifacts	035	Rule		GH	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. The player can choose to place any Greyhawk Artifacts face-down in a pile called the Artifact Vault. In step 3 of the turn, when cards are played into the pool, the player can distribute the Greyhawk artifacts among his Greyhawk champions in the pool. At the end of his turn, the player returns all Greyhawk artifacts to the Artifact Vault. Cards in the vault are in play, but are not active and cannot be used. Greyhawk artifacts cannot be discarded by any means so long as this rule card is in play; if a champion is discarded, or if any card calls for a Greyhawk artifact to be discarded, it returns to the player's Artifact Vault. 	
Artifact Champions	Artifacts	036	Rule		GH	UC	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Greyhawk Artifacts with numerical bonuses can be played as champions. Artifact-champions are not considered monsters, wizards, clerics, or heroes. Any ability normally given by the artifact to a champion is possessed by the artifact-champion. 	
Isolated Worlds	Artifacts	037	Rule		DS	C	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Dark Sun cards (champions, artifacts, realms) are immune to the Rule of the Cosmos. If this rule card is discarded, the owner of the card chooses which cards are discarded to enforce the Rule of the Cosmos again. 	
No Funny Business	Artifacts	038	Rule		AD&D	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. No events can be played. All events currently in play are immediately discarded when this rule card is played. In addition, no more than one magical item can be attached to any champion. Extras are discarded when this rule card is played (player's choice). In battle, no more than one of each type of card (ally, magical item, artifact, wizard spell, and clerical spell) can be attached to each champion. 	
Forbidden Lore	Artifacts	039	Rule		RV	C	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Only Ravenloft champions may cast offensive wizard spells. 	
Cosmic Justice	Artifacts	040	Rule		AD&D	R	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All realms that have no special powers can borrow the powers of one realm in play, but only when attacked. All champions that have no special powers can steal the power of the opposing champion in combat. The opponent loses his power. All allies that have no special powers are unaffected by the special powers of champions and allies. 	
